,Title,Genre,Director,Actors,Plot,id,release year
885,Dawn of the Dead,"Fantasy,Horror,Action,Drama",Zack Snyder,"Sarah Polley,Ving Rhames,Jake Weber,Mekhi Phifer","A group of surviving people take refuge in a shopping center after the world has been over taken over by aggressive, flesh-eating zombies. A remake of the 1978 zombie film of the same name.",924,2004-03-19
886,The Forgotten,"Crime,Drama,Horror,Mystery,Science Fiction,Thriller",Joseph Ruben,"Julianne Moore,Anthony Edwards,Jessica Hecht,Christopher Kovaleski","Telly Paretta is a grieving mother struggling to cope with the loss of her 8-year-old son. She is stunned when her psychiatrist reveals that she has created eight years of memories about a son she never had. But when she meets a man who has had a similar experience, Telly embarks on a search to prove her son's existence, and her sanity.",10145,2004-09-24
887,After the Sunset,"Action,Comedy,Crime,Drama",Brett Ratner,"Pierce Brosnan,Salma Hayek,Woody Harrelson,Troy Garity","Two master thieves (Brosnan and Hayek) are finally retiring after one last succesful mission. Residing in their own tropical paradise, their old nemesis, FBI Agent Stan P. Lloyd shows up to make sure they really are retired. Docked in the port is an ocean liner called the ""Diamond Cruise"" and Stan is convinced that they're not really retired at all, and that this is the next set up.",10589,2004-11-12
888,King Arthur,"Adventure,War,History",Antoine Fuqua,"Clive Owen,Ioan Gruffudd,Keira Knightley,Mads Mikkelsen","The story of the Arthurian legend, based on the 'Sarmatian hypothesis' which contends that the legend has a historical nucleus in the Sarmatian heavy cavalry troops stationed in Britain, and that the Roman-British military commander, Lucius Artorius Castus is the historical person behind the legend.",9477,2004-07-07
889,Along Came Polly,"Comedy,Romance",John Hamburg,"Ben Stiller,Jennifer Aniston,Philip Seymour Hoffman,Debra Messing","Reuben Feffer is a guy who's spent his entire life playing it safe. Polly Prince is irresistible as a free-spirit who lives for the thrill of the moment. When these two comically mismatched souls collide, Reuben's world is turned upside down, as he makes an uproarious attempt to change his life from middle-of-the-road to totally-out-there.",5966,2004-01-16
890,Crash,Drama,Paul Haggis,"Sandra Bullock,Don Cheadle,Matt Dillon,Michael Peña","Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",1640,2004-09-10
891,Hidalgo,"Western,Adventure",Joe Johnston,"Viggo Mortensen,Zuleikha Robinson,Omar Sharif,Adam Alexi-Malle","Set in 1890, this is the story of a Pony Express courier who travels to Arabia to compete with his horse, Hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world...",2023,2004-03-05
892,The SpongeBob SquarePants Movie,"Animation,Comedy,Family",Stephen Hillenburg,"Tom Kenny,Clancy Brown,Rodger Bumpass,Bill Fagerbakke","There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",11836,2004-11-14
893,The Terminal,"Comedy,Drama",Steven Spielberg,"Tom Hanks,Catherine Zeta-Jones,Stanley Tucci,Chi McBride","Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",594,2004-06-17
894,The Life Aquatic with Steve Zissou,"Adventure,Comedy,Drama",Wes Anderson,"Bill Murray,Anjelica Huston,Cate Blanchett,Willem Dafoe","Renowned oceanographer Steve Zissou has sworn vengeance upon the rare shark that devoured a member of his crew. In addition to his regular team, he is joined on his boat by Ned, a man who believes Zissou to be his father, and Jane, a journalist pregnant by a married man. They travel the sea, all too often running into pirates and, perhaps more traumatically, various figures from Zissou's past, including his estranged wife, Eleanor.",421,2004-12-10
895,Batman Begins,"Action,Crime,Drama",Christopher Nolan,"Christian Bale,Michael Caine,Liam Neeson,Katie Holmes","Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",272,2005-06-10
896,Harry Potter and the Goblet of Fire,"Adventure,Fantasy,Family",Mike Newell,"Daniel Radcliffe,Rupert Grint,Emma Watson,Ralph Fiennes","Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",674,2005-11-16
897,Star Wars: Episode III - Revenge of the Sith,"Science Fiction,Adventure,Action",George Lucas,"Hayden Christensen,Ewan McGregor,Natalie Portman,Ian McDiarmid","Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.",1895,2005-05-17
898,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Adventure,Family,Fantasy",Andrew Adamson,"Georgie Henley,Skandar Keynes,William Moseley,Anna Popplewell","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",411,2005-12-07
899,Charlie and the Chocolate Factory,"Adventure,Comedy,Family,Fantasy",Tim Burton,"Freddie Highmore,Johnny Depp,David Kelly,Helena Bonham Carter","A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",118,2005-07-13
900,Madagascar,"Family,Animation",Tom McGrath,"Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith","Alex the lion is the king of the urban jungle, the main attraction at New York’s Central Park Zoo. He and his best friends—Marty the zebra, Melman the giraffe and Gloria the hippo—have spent their whole lives in blissful captivity before an admiring public and with regular meals provided for them. Not content to leave well enough alone, Marty lets his curiosity get the better of him and makes his escape—with the help of some prodigious penguins—to explore the world.",953,2005-05-25
901,The Island,"Action,Thriller,Science Fiction,Adventure",Michael Bay,"Ewan McGregor,Scarlett Johansson,Djimon Hounsou,Sean Bean","In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.",1635,2005-07-21
902,Sin City,"Action,Thriller,Crime",Frank Miller,"Bruce Willis,Mickey Rourke,Jessica Alba,Clive Owen","Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",187,2005-04-01
903,Transporter 2,"Action,Thriller,Crime",Louis Leterrier,"Jason Statham,Amber Valletta,Kate Nauta,Alessandro Gassman","Professional driver Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policymaker and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.",9335,2005-08-02
904,Pride & Prejudice,"Drama,Romance",Joe Wright,"Keira Knightley,Matthew Macfadyen,Rosamund Pike,Simon Woods","Pride & Prejudice is a humorous story of love and life among English gentility during the Georgian era. Mr. Bennet is an English gentleman living in Hertfordshire with his overbearing wife and five daughters. If Mr. Bennet dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",4348,2005-09-16
905,Herbie Fully Loaded,"Comedy,Family,Adventure,Fantasy,Romance",Angela Robinson,"Lindsay Lohan,Michael Keaton,Matt Dillon,Breckin Meyer","Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",11451,2005-06-22
906,Fantastic Four,"Action,Adventure,Fantasy,Science Fiction",Tim Story,"Ioan Gruffudd,Jessica Alba,Chris Evans,Michael Chiklis","During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",9738,2005-06-29
907,Kingdom of Heaven,"Drama,Action,Adventure,History,War",Ridley Scott,"Orlando Bloom,Eva Green,Jeremy Irons,Marton Csokas","After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",1495,2005-05-03
908,Robots,"Animation,Comedy,Family,Science Fiction",Carlos Saldanha,"Robin Williams,Ewan McGregor,Halle Berry,Mel Brooks","Rodney Copperbottom is a young robot inventor who dreams of making the world a better place, until the evil Ratchet takes over Big Weld Industries. Now, Rodney's dreams – and those of his friends – are in danger of becoming obsolete.",9928,2005-03-10
909,Mr. & Mrs. Smith,"Action,Comedy,Drama,Thriller",Doug Liman,"Angelina Jolie,Brad Pitt,Vince Vaughn,Adam Brody","After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.",787,2005-06-07
